no,pembelian,kategori,tanggal,jumlah,total,tahun,bulan,nama_bulan,hari,hari_dalam_minggu,jam,is_weekend,harga_per_tiket,volume_penjualan,cluster
8804,TIKET MANCANEGARA,Mancanegara,2024-07-13 09:42:00,13,260000,2024,7,July,13,Saturday,9,1,20000.0,Tinggi,0
8805,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-13 09:21:00,5,125000,2024,7,July,13,Saturday,9,1,25000.0,Rendah,0
8806,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-13 10:15:00,2,50000,2024,7,July,13,Saturday,10,1,25000.0,Sangat Rendah,0
8807,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-13 09:15:00,3,60000,2024,7,July,13,Saturday,9,1,20000.0,Rendah,0
8808,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-13 10:08:00,3,60000,2024,7,July,13,Saturday,10,1,20000.0,Rendah,0
8809,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-13 09:22:00,1,25000,2024,7,July,13,Saturday,9,1,25000.0,Sangat Rendah,0
8810,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-12 17:00:00,42,1050000,2024,7,July,12,Friday,17,0,25000.0,Tinggi,1
8811,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-12 17:00:00,46,920000,2024,7,July,12,Friday,17,0,20000.0,Tinggi,1
8812,TIKET WISATAWAN UMUM,Umum,2024-07-12 17:00:00,8,120000,2024,7,July,12,Friday,17,0,15000.0,Sedang,1
8813,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-12 17:00:00,11,110000,2024,7,July,12,Friday,17,0,10000.0,Tinggi,1
8814,TIKET MANCANEGARA,Mancanegara,2024-07-11 17:00:00,2,40000,2024,7,July,11,Thursday,17,0,20000.0,Sangat Rendah,1
8815,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-11 17:00:00,28,560000,2024,7,July,11,Thursday,17,0,20000.0,Tinggi,1
8816,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-11 17:00:00,15,150000,2024,7,July,11,Thursday,17,0,10000.0,Tinggi,1
8817,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-11 17:00:00,37,925000,2024,7,July,11,Thursday,17,0,25000.0,Tinggi,1
8818,TIKET MANCANEGARA,Mancanegara,2024-07-12 21:58:53,1,20000,2024,7,July,12,Friday,21,0,20000.0,Sangat Rendah,1
8819,TIKET WISATAWAN UMUM,Umum,2024-07-10 17:43:00,5,75000,2024,7,July,10,Wednesday,17,0,15000.0,Rendah,1
8820,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 17:15:00,2,50000,2024,7,July,10,Wednesday,17,0,25000.0,Sangat Rendah,1
8821,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 17:14:00,1,25000,2024,7,July,10,Wednesday,17,0,25000.0,Sangat Rendah,1
8822,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 17:05:00,7,175000,2024,7,July,10,Wednesday,17,0,25000.0,Sedang,1
8823,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 17:05:00,3,60000,2024,7,July,10,Wednesday,17,0,20000.0,Rendah,1
8824,TIKET WISATAWAN UMUM,Umum,2024-07-10 16:54:00,2,30000,2024,7,July,10,Wednesday,16,0,15000.0,Sangat Rendah,1
8825,TIKET WISATAWAN UMUM,Umum,2024-07-10 16:42:00,1,15000,2024,7,July,10,Wednesday,16,0,15000.0,Sangat Rendah,1
8826,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 15:44:00,25,500000,2024,7,July,10,Wednesday,15,0,20000.0,Tinggi,1
8827,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 15:44:00,80,1600000,2024,7,July,10,Wednesday,15,0,20000.0,Sangat Tinggi,2
8828,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 15:43:00,80,1600000,2024,7,July,10,Wednesday,15,0,20000.0,Sangat Tinggi,2
8829,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 15:28:00,3,60000,2024,7,July,10,Wednesday,15,0,20000.0,Rendah,1
8830,TIKET WISATAWAN UMUM,Umum,2024-07-10 15:13:00,17,255000,2024,7,July,10,Wednesday,15,0,15000.0,Tinggi,1
8831,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 15:09:00,3,60000,2024,7,July,10,Wednesday,15,0,20000.0,Rendah,1
8832,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 15:05:00,2,50000,2024,7,July,10,Wednesday,15,0,25000.0,Sangat Rendah,1
8833,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-10 14:46:00,4,40000,2024,7,July,10,Wednesday,14,0,10000.0,Rendah,1
8834,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 14:39:00,3,60000,2024,7,July,10,Wednesday,14,0,20000.0,Rendah,1
8835,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 14:35:00,4,100000,2024,7,July,10,Wednesday,14,0,25000.0,Rendah,1
8836,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 14:18:00,3,60000,2024,7,July,10,Wednesday,14,0,20000.0,Rendah,1
8837,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 14:07:00,3,75000,2024,7,July,10,Wednesday,14,0,25000.0,Rendah,1
8838,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 14:03:00,2,40000,2024,7,July,10,Wednesday,14,0,20000.0,Sangat Rendah,1
8839,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-10 13:58:00,2,20000,2024,7,July,10,Wednesday,13,0,10000.0,Sangat Rendah,1
8840,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-07-10 13:58:00,2,20000,2024,7,July,10,Wednesday,13,0,10000.0,Sangat Rendah,1
8841,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 13:54:00,2,50000,2024,7,July,10,Wednesday,13,0,25000.0,Sangat Rendah,1
8842,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 13:29:00,6,150000,2024,7,July,10,Wednesday,13,0,25000.0,Sedang,1
8843,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 13:21:00,6,150000,2024,7,July,10,Wednesday,13,0,25000.0,Sedang,1
8844,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 13:16:00,4,100000,2024,7,July,10,Wednesday,13,0,25000.0,Rendah,1
8845,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 13:13:00,4,80000,2024,7,July,10,Wednesday,13,0,20000.0,Rendah,1
8846,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 13:09:00,2,50000,2024,7,July,10,Wednesday,13,0,25000.0,Sangat Rendah,1
8847,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 12:58:00,4,100000,2024,7,July,10,Wednesday,12,0,25000.0,Rendah,1
8848,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 12:55:00,3,75000,2024,7,July,10,Wednesday,12,0,25000.0,Rendah,1
8849,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 12:50:00,4,80000,2024,7,July,10,Wednesday,12,0,20000.0,Rendah,1
8850,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 12:13:00,4,80000,2024,7,July,10,Wednesday,12,0,20000.0,Rendah,1
8851,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 12:12:00,4,100000,2024,7,July,10,Wednesday,12,0,25000.0,Rendah,1
8852,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 11:46:00,2,40000,2024,7,July,10,Wednesday,11,0,20000.0,Sangat Rendah,1
8853,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 11:11:00,4,100000,2024,7,July,10,Wednesday,11,0,25000.0,Rendah,1
8854,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 11:03:00,5,125000,2024,7,July,10,Wednesday,11,0,25000.0,Rendah,1
8855,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 11:02:00,4,80000,2024,7,July,10,Wednesday,11,0,20000.0,Rendah,1
8856,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 10:45:00,2,40000,2024,7,July,10,Wednesday,10,0,20000.0,Sangat Rendah,1
8857,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 10:43:00,3,75000,2024,7,July,10,Wednesday,10,0,25000.0,Rendah,1
8858,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 10:42:00,2,50000,2024,7,July,10,Wednesday,10,0,25000.0,Sangat Rendah,1
8859,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 10:39:00,28,700000,2024,7,July,10,Wednesday,10,0,25000.0,Tinggi,1
8860,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 10:37:00,5,100000,2024,7,July,10,Wednesday,10,0,20000.0,Rendah,1
8861,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-10 10:30:00,2,40000,2024,7,July,10,Wednesday,10,0,20000.0,Sangat Rendah,1
8862,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-10 10:04:00,7,70000,2024,7,July,10,Wednesday,10,0,10000.0,Sedang,1
8863,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-07-10 10:04:00,7,70000,2024,7,July,10,Wednesday,10,0,10000.0,Sedang,1
8864,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-10 10:02:00,7,175000,2024,7,July,10,Wednesday,10,0,25000.0,Sedang,1
8865,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-09 23:53:00,4,100000,2024,7,July,9,Tuesday,23,0,25000.0,Rendah,1
8866,TIKET WISATAWAN UMUM,Umum,2024-07-09 23:52:00,2,30000,2024,7,July,9,Tuesday,23,0,15000.0,Sangat Rendah,1
8867,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-09 23:52:00,19,190000,2024,7,July,9,Tuesday,23,0,10000.0,Tinggi,1
8868,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-09 23:52:00,80,2000000,2024,7,July,9,Tuesday,23,0,25000.0,Sangat Tinggi,2
8869,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-09 23:52:00,37,740000,2024,7,July,9,Tuesday,23,0,20000.0,Tinggi,1
8870,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 23:36:00,3,60000,2024,7,July,8,Monday,23,0,20000.0,Rendah,1
8871,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 22:59:00,2,50000,2024,7,July,8,Monday,22,0,25000.0,Sangat Rendah,1
8872,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-08 22:57:00,2,20000,2024,7,July,8,Monday,22,0,10000.0,Sangat Rendah,1
8873,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-07-08 22:57:00,2,20000,2024,7,July,8,Monday,22,0,10000.0,Sangat Rendah,1
8874,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-09 06:36:26,3,75000,2024,7,July,9,Tuesday,6,0,25000.0,Rendah,1
8875,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 22:31:00,3,75000,2024,7,July,8,Monday,22,0,25000.0,Rendah,1
8876,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-08 22:20:00,2,20000,2024,7,July,8,Monday,22,0,10000.0,Sangat Rendah,1
8877,TIKET WISATAWAN UMUM,Umum,2024-07-08 22:20:00,2,30000,2024,7,July,8,Monday,22,0,15000.0,Sangat Rendah,1
8878,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 22:19:00,4,80000,2024,7,July,8,Monday,22,0,20000.0,Rendah,1
8879,TIKET WISATAWAN UMUM,Umum,2024-07-08 22:15:00,4,60000,2024,7,July,8,Monday,22,0,15000.0,Rendah,1
8880,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 21:32:00,11,220000,2024,7,July,8,Monday,21,0,20000.0,Tinggi,1
8881,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 21:00:00,6,120000,2024,7,July,8,Monday,21,0,20000.0,Sedang,1
8882,TIKET WISATAWAN UMUM,Umum,2024-07-08 21:00:00,2,30000,2024,7,July,8,Monday,21,0,15000.0,Sangat Rendah,1
8883,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 20:37:00,4,100000,2024,7,July,8,Monday,20,0,25000.0,Rendah,1
8884,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 20:35:00,2,50000,2024,7,July,8,Monday,20,0,25000.0,Sangat Rendah,1
8885,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-07-08 20:35:00,1,10000,2024,7,July,8,Monday,20,0,10000.0,Sangat Rendah,1
8886,TIKET MANCANEGARA,Mancanegara,2024-07-08 20:35:00,1,20000,2024,7,July,8,Monday,20,0,20000.0,Sangat Rendah,1
8887,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 20:35:00,3,60000,2024,7,July,8,Monday,20,0,20000.0,Rendah,1
8888,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 20:35:00,7,175000,2024,7,July,8,Monday,20,0,25000.0,Sedang,1
8889,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 20:21:00,8,200000,2024,7,July,8,Monday,20,0,25000.0,Sedang,1
8890,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 20:19:00,40,1000000,2024,7,July,8,Monday,20,0,25000.0,Tinggi,1
8891,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 20:18:00,2,40000,2024,7,July,8,Monday,20,0,20000.0,Sangat Rendah,1
8892,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 19:53:00,3,75000,2024,7,July,8,Monday,19,0,25000.0,Rendah,1
8893,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-08 19:50:00,10,100000,2024,7,July,8,Monday,19,0,10000.0,Sedang,1
8894,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 19:42:00,3,60000,2024,7,July,8,Monday,19,0,20000.0,Rendah,1
8895,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 19:40:00,16,320000,2024,7,July,8,Monday,19,0,20000.0,Tinggi,1
8896,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 19:20:00,3,60000,2024,7,July,8,Monday,19,0,20000.0,Rendah,1
8897,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 19:13:00,5,125000,2024,7,July,8,Monday,19,0,25000.0,Rendah,1
8898,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 19:03:00,24,480000,2024,7,July,8,Monday,19,0,20000.0,Tinggi,1
8899,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 18:53:00,3,60000,2024,7,July,8,Monday,18,0,20000.0,Rendah,1
8900,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 18:24:00,5,125000,2024,7,July,8,Monday,18,0,25000.0,Rendah,1
8901,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 18:22:00,5,125000,2024,7,July,8,Monday,18,0,25000.0,Rendah,1
8902,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-09 02:05:44,3,75000,2024,7,July,9,Tuesday,2,0,25000.0,Rendah,1
8903,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 17:50:00,3,75000,2024,7,July,8,Monday,17,0,25000.0,Rendah,1
8904,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 17:22:00,2,40000,2024,7,July,8,Monday,17,0,20000.0,Sangat Rendah,1
8905,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 17:11:00,1,25000,2024,7,July,8,Monday,17,0,25000.0,Sangat Rendah,1
8906,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 16:43:00,1,25000,2024,7,July,8,Monday,16,0,25000.0,Sangat Rendah,1
8907,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 16:37:00,10,250000,2024,7,July,8,Monday,16,0,25000.0,Sedang,1
8908,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 16:18:00,4,100000,2024,7,July,8,Monday,16,0,25000.0,Rendah,1
8909,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 16:14:00,3,75000,2024,7,July,8,Monday,16,0,25000.0,Rendah,1
8910,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-08 16:11:00,4,80000,2024,7,July,8,Monday,16,0,20000.0,Rendah,1
8911,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 16:01:00,7,175000,2024,7,July,8,Monday,16,0,25000.0,Sedang,1
8912,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 15:56:00,6,150000,2024,7,July,8,Monday,15,0,25000.0,Sedang,1
8913,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 23:20:00,3,75000,2024,7,July,7,Sunday,23,1,25000.0,Rendah,0
8914,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 23:18:00,3,60000,2024,7,July,7,Sunday,23,1,20000.0,Rendah,0
8915,TIKET WISATAWAN UMUM,Umum,2024-07-07 23:09:00,1,15000,2024,7,July,7,Sunday,23,1,15000.0,Sangat Rendah,0
8916,TIKET WISATAWAN UMUM,Umum,2024-07-07 23:09:00,1,15000,2024,7,July,7,Sunday,23,1,15000.0,Sangat Rendah,0
8917,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 23:05:00,1,20000,2024,7,July,7,Sunday,23,1,20000.0,Sangat Rendah,0
8918,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:57:00,3,60000,2024,7,July,7,Sunday,22,1,20000.0,Rendah,0
8919,TIKET WISATAWAN UMUM,Umum,2024-07-07 22:49:00,40,600000,2024,7,July,7,Sunday,22,1,15000.0,Tinggi,0
8920,TIKET WISATAWAN UMUM,Umum,2024-07-07 22:43:00,5,75000,2024,7,July,7,Sunday,22,1,15000.0,Rendah,0
8921,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:35:00,2,40000,2024,7,July,7,Sunday,22,1,20000.0,Sangat Rendah,0
8922,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:25:00,3,60000,2024,7,July,7,Sunday,22,1,20000.0,Rendah,0
8923,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:20:00,3,60000,2024,7,July,7,Sunday,22,1,20000.0,Rendah,0
8924,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:19:00,2,40000,2024,7,July,7,Sunday,22,1,20000.0,Sangat Rendah,0
8925,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:19:00,2,40000,2024,7,July,7,Sunday,22,1,20000.0,Sangat Rendah,0
8926,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:17:00,2,40000,2024,7,July,7,Sunday,22,1,20000.0,Sangat Rendah,0
8927,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:10:00,2,40000,2024,7,July,7,Sunday,22,1,20000.0,Sangat Rendah,0
8928,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 22:08:00,2,40000,2024,7,July,7,Sunday,22,1,20000.0,Sangat Rendah,0
8929,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 21:57:00,4,80000,2024,7,July,7,Sunday,21,1,20000.0,Rendah,0
8930,TIKET PELAJAR & MAHASISWA,Pelajar,2024-07-07 21:51:00,5,50000,2024,7,July,7,Sunday,21,1,10000.0,Rendah,0
8931,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 21:51:00,4,80000,2024,7,July,7,Sunday,21,1,20000.0,Rendah,0
8932,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 21:48:00,50,1250000,2024,7,July,7,Sunday,21,1,25000.0,Tinggi,0
8933,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 21:32:00,9,225000,2024,7,July,7,Sunday,21,1,25000.0,Sedang,0
8934,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 21:29:00,6,120000,2024,7,July,7,Sunday,21,1,20000.0,Sedang,0
8935,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 21:11:00,1,20000,2024,7,July,7,Sunday,21,1,20000.0,Sangat Rendah,0
8936,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 21:06:00,2,40000,2024,7,July,7,Sunday,21,1,20000.0,Sangat Rendah,0
8937,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 21:03:00,5,100000,2024,7,July,7,Sunday,21,1,20000.0,Rendah,0
8938,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 20:47:00,3,60000,2024,7,July,7,Sunday,20,1,20000.0,Rendah,0
8939,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 20:41:00,2,50000,2024,7,July,7,Sunday,20,1,25000.0,Sangat Rendah,0
8940,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 20:38:00,8,160000,2024,7,July,7,Sunday,20,1,20000.0,Sedang,0
8941,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 20:26:00,4,100000,2024,7,July,7,Sunday,20,1,25000.0,Rendah,0
8942,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-07-07 20:25:00,1,10000,2024,7,July,7,Sunday,20,1,10000.0,Sangat Rendah,0
8943,TIKET MANCANEGARA,Mancanegara,2024-07-07 20:25:00,1,20000,2024,7,July,7,Sunday,20,1,20000.0,Sangat Rendah,0
8944,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 20:21:00,11,220000,2024,7,July,7,Sunday,20,1,20000.0,Tinggi,0
8945,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-07-07 20:18:00,3,60000,2024,7,July,7,Sunday,20,1,20000.0,Rendah,0
8946,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 20:16:00,5,125000,2024,7,July,7,Sunday,20,1,25000.0,Rendah,0
8947,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 20:13:00,2,50000,2024,7,July,7,Sunday,20,1,25000.0,Sangat Rendah,0
8948,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-08 04:11:57,8,200000,2024,7,July,8,Monday,4,0,25000.0,Sedang,1
8949,TIKET WISATAWAN UMUM,Umum,2024-07-08 04:11:57,2,30000,2024,7,July,8,Monday,4,0,15000.0,Sangat Rendah,1
8950,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 19:55:00,4,100000,2024,7,July,7,Sunday,19,1,25000.0,Rendah,0
8951,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-07-07 19:47:00,3,75000,2024,7,July,7,Sunday,19,1,25000.0,Rendah,0
