no,pembelian,kategori,tanggal,jumlah,total,tahun,bulan,nama_bulan,hari,hari_dalam_minggu,jam,is_weekend,harga_per_tiket,volume_penjualan,cluster
3849,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-27 09:06:00,3,60000,2024,12,December,27,Friday,9,0,20000.0,Rendah,1
3850,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-27 09:05:00,2,60000,2024,12,December,27,Friday,9,0,30000.0,Sangat Rendah,1
3851,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-27 08:47:00,2,40000,2024,12,December,27,Friday,8,0,20000.0,Sangat Rendah,1
3852,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-27 08:43:00,5,125000,2024,12,December,27,Friday,8,0,25000.0,Rendah,1
3853,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-27 08:29:00,12,240000,2024,12,December,27,Friday,8,0,20000.0,Tinggi,1
3854,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-27 08:24:00,3,75000,2024,12,December,27,Friday,8,0,25000.0,Rendah,1
3855,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-27 08:10:00,3,90000,2024,12,December,27,Friday,8,0,30000.0,Rendah,1
3856,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-26 16:30:00,1,10000,2024,12,December,26,Thursday,16,0,10000.0,Sangat Rendah,1
3857,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 16:30:00,1,10000,2024,12,December,26,Thursday,16,0,10000.0,Sangat Rendah,1
3858,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 16:29:00,2,50000,2024,12,December,26,Thursday,16,0,25000.0,Sangat Rendah,1
3859,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 16:10:00,2,20000,2024,12,December,26,Thursday,16,0,10000.0,Sangat Rendah,1
3860,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 17:09:00,4,120000,2024,12,December,26,Thursday,17,0,30000.0,Rendah,1
3861,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 16:04:00,4,100000,2024,12,December,26,Thursday,16,0,25000.0,Rendah,1
3862,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 15:49:00,10,250000,2024,12,December,26,Thursday,15,0,25000.0,Sedang,1
3863,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 15:40:00,10,250000,2024,12,December,26,Thursday,15,0,25000.0,Sedang,1
3864,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 15:35:00,4,100000,2024,12,December,26,Thursday,15,0,25000.0,Rendah,1
3865,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 15:33:00,11,275000,2024,12,December,26,Thursday,15,0,25000.0,Tinggi,1
3866,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 15:31:00,3,60000,2024,12,December,26,Thursday,15,0,20000.0,Rendah,1
3867,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 15:21:00,2,60000,2024,12,December,26,Thursday,15,0,30000.0,Sangat Rendah,1
3868,TIKET WISATAWAN UMUM,Umum,2024-12-26 15:19:00,8,120000,2024,12,December,26,Thursday,15,0,15000.0,Sedang,1
3869,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 15:18:00,7,175000,2024,12,December,26,Thursday,15,0,25000.0,Sedang,1
3870,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 15:08:00,2,50000,2024,12,December,26,Thursday,15,0,25000.0,Sangat Rendah,1
3871,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 14:50:00,1,30000,2024,12,December,26,Thursday,14,0,30000.0,Sangat Rendah,1
3872,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 14:40:00,5,100000,2024,12,December,26,Thursday,14,0,20000.0,Rendah,1
3873,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 14:39:00,3,60000,2024,12,December,26,Thursday,14,0,20000.0,Rendah,1
3874,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 14:34:00,2,50000,2024,12,December,26,Thursday,14,0,25000.0,Sangat Rendah,1
3875,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-26 14:25:00,5,50000,2024,12,December,26,Thursday,14,0,10000.0,Rendah,1
3876,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 14:25:00,5,50000,2024,12,December,26,Thursday,14,0,10000.0,Rendah,1
3877,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 14:22:00,7,140000,2024,12,December,26,Thursday,14,0,20000.0,Sedang,1
3878,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 14:20:00,4,80000,2024,12,December,26,Thursday,14,0,20000.0,Rendah,1
3879,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 14:19:00,5,125000,2024,12,December,26,Thursday,14,0,25000.0,Rendah,1
3880,TIKET WISATAWAN UMUM,Umum,2024-12-26 14:18:00,2,30000,2024,12,December,26,Thursday,14,0,15000.0,Sangat Rendah,1
3881,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 14:18:00,5,100000,2024,12,December,26,Thursday,14,0,20000.0,Rendah,1
3882,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 14:05:00,2,40000,2024,12,December,26,Thursday,14,0,20000.0,Sangat Rendah,1
3883,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 14:03:00,2,20000,2024,12,December,26,Thursday,14,0,10000.0,Sangat Rendah,1
3884,TIKET WISATAWAN UMUM,Umum,2024-12-26 14:03:00,2,30000,2024,12,December,26,Thursday,14,0,15000.0,Sangat Rendah,1
3885,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 14:00:00,2,50000,2024,12,December,26,Thursday,14,0,25000.0,Sangat Rendah,1
3886,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 14:00:00,2,50000,2024,12,December,26,Thursday,14,0,25000.0,Sangat Rendah,1
3887,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 13:59:00,6,150000,2024,12,December,26,Thursday,13,0,25000.0,Sedang,1
3888,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 13:54:00,5,50000,2024,12,December,26,Thursday,13,0,10000.0,Rendah,1
3889,TIKET WISATAWAN UMUM,Umum,2024-12-26 13:54:00,3,45000,2024,12,December,26,Thursday,13,0,15000.0,Rendah,1
3890,TIKET MANCANEGARA,Mancanegara,2024-12-26 13:47:00,2,40000,2024,12,December,26,Thursday,13,0,20000.0,Sangat Rendah,1
3891,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 13:46:00,3,75000,2024,12,December,26,Thursday,13,0,25000.0,Rendah,1
3892,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 13:46:00,8,200000,2024,12,December,26,Thursday,13,0,25000.0,Sedang,1
3893,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 13:36:00,2,60000,2024,12,December,26,Thursday,13,0,30000.0,Sangat Rendah,1
3894,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 13:35:00,5,150000,2024,12,December,26,Thursday,13,0,30000.0,Rendah,1
3895,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 13:33:00,1,20000,2024,12,December,26,Thursday,13,0,20000.0,Sangat Rendah,1
3896,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 13:29:00,3,75000,2024,12,December,26,Thursday,13,0,25000.0,Rendah,1
3897,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 13:14:00,4,100000,2024,12,December,26,Thursday,13,0,25000.0,Rendah,1
3898,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 13:07:00,5,150000,2024,12,December,26,Thursday,13,0,30000.0,Rendah,1
3899,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 13:05:00,5,125000,2024,12,December,26,Thursday,13,0,25000.0,Rendah,1
3900,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 13:03:00,9,225000,2024,12,December,26,Thursday,13,0,25000.0,Sedang,1
3901,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 13:00:00,4,80000,2024,12,December,26,Thursday,13,0,20000.0,Rendah,1
3902,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 11:59:00,4,80000,2024,12,December,26,Thursday,11,0,20000.0,Rendah,1
3903,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 12:57:00,8,160000,2024,12,December,26,Thursday,12,0,20000.0,Sedang,1
3904,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:48:00,1,30000,2024,12,December,26,Thursday,12,0,30000.0,Sangat Rendah,1
3905,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:44:00,3,90000,2024,12,December,26,Thursday,12,0,30000.0,Rendah,1
3906,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:39:00,4,120000,2024,12,December,26,Thursday,12,0,30000.0,Rendah,1
3907,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 12:28:00,3,75000,2024,12,December,26,Thursday,12,0,25000.0,Rendah,1
3908,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:21:00,2,60000,2024,12,December,26,Thursday,12,0,30000.0,Sangat Rendah,1
3909,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:20:00,5,150000,2024,12,December,26,Thursday,12,0,30000.0,Rendah,1
3910,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 12:13:00,7,140000,2024,12,December,26,Thursday,12,0,20000.0,Sedang,1
3911,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:03:00,3,90000,2024,12,December,26,Thursday,12,0,30000.0,Rendah,1
3912,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:02:00,4,120000,2024,12,December,26,Thursday,12,0,30000.0,Rendah,1
3913,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 12:00:00,4,120000,2024,12,December,26,Thursday,12,0,30000.0,Rendah,1
3914,TIKET WISATAWAN UMUM,Umum,2024-12-26 11:58:00,2,30000,2024,12,December,26,Thursday,11,0,15000.0,Sangat Rendah,1
3915,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 11:58:00,1,10000,2024,12,December,26,Thursday,11,0,10000.0,Sangat Rendah,1
3916,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 11:57:00,4,100000,2024,12,December,26,Thursday,11,0,25000.0,Rendah,1
3917,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 11:51:00,2,40000,2024,12,December,26,Thursday,11,0,20000.0,Sangat Rendah,1
3918,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 11:50:00,5,150000,2024,12,December,26,Thursday,11,0,30000.0,Rendah,1
3919,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 11:50:00,9,225000,2024,12,December,26,Thursday,11,0,25000.0,Sedang,1
3920,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 11:50:00,3,75000,2024,12,December,26,Thursday,11,0,25000.0,Rendah,1
3921,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 11:49:00,60,1200000,2024,12,December,26,Thursday,11,0,20000.0,Sangat Tinggi,1
3922,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 11:47:00,7,210000,2024,12,December,26,Thursday,11,0,30000.0,Sedang,1
3923,TIKET WISATAWAN UMUM,Umum,2024-12-26 11:36:00,7,105000,2024,12,December,26,Thursday,11,0,15000.0,Sedang,1
3924,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 11:36:00,3,30000,2024,12,December,26,Thursday,11,0,10000.0,Rendah,1
3925,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 11:35:00,9,270000,2024,12,December,26,Thursday,11,0,30000.0,Sedang,1
3926,TIKET WISATAWAN UMUM,Umum,2024-12-26 11:32:00,2,30000,2024,12,December,26,Thursday,11,0,15000.0,Sangat Rendah,1
3927,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 11:28:00,5,125000,2024,12,December,26,Thursday,11,0,25000.0,Rendah,1
3928,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 11:27:00,3,30000,2024,12,December,26,Thursday,11,0,10000.0,Rendah,1
3929,TIKET WISATAWAN UMUM,Umum,2024-12-26 11:27:00,3,45000,2024,12,December,26,Thursday,11,0,15000.0,Rendah,1
3930,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 11:25:00,4,100000,2024,12,December,26,Thursday,11,0,25000.0,Rendah,1
3931,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 11:22:00,8,240000,2024,12,December,26,Thursday,11,0,30000.0,Sedang,1
3932,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 11:20:00,2,60000,2024,12,December,26,Thursday,11,0,30000.0,Sangat Rendah,1
3933,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 11:20:00,14,280000,2024,12,December,26,Thursday,11,0,20000.0,Tinggi,1
3934,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 11:19:00,4,120000,2024,12,December,26,Thursday,11,0,30000.0,Rendah,1
3935,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 11:17:00,26,650000,2024,12,December,26,Thursday,11,0,25000.0,Tinggi,1
3936,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 11:16:00,9,225000,2024,12,December,26,Thursday,11,0,25000.0,Sedang,1
3937,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:49:00,5,150000,2024,12,December,26,Thursday,10,0,30000.0,Rendah,1
3938,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:44:00,2,60000,2024,12,December,26,Thursday,10,0,30000.0,Sangat Rendah,1
3939,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:40:00,2,60000,2024,12,December,26,Thursday,10,0,30000.0,Sangat Rendah,1
3940,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 10:38:00,2,40000,2024,12,December,26,Thursday,10,0,20000.0,Sangat Rendah,1
3941,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 10:35:00,2,50000,2024,12,December,26,Thursday,10,0,25000.0,Sangat Rendah,1
3942,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:33:00,11,330000,2024,12,December,26,Thursday,10,0,30000.0,Tinggi,1
3943,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 10:29:00,4,100000,2024,12,December,26,Thursday,10,0,25000.0,Rendah,1
3944,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:21:00,3,90000,2024,12,December,26,Thursday,10,0,30000.0,Rendah,1
3945,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 10:19:00,4,100000,2024,12,December,26,Thursday,10,0,25000.0,Rendah,1
3946,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:18:00,3,90000,2024,12,December,26,Thursday,10,0,30000.0,Rendah,1
3947,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 10:18:00,2,50000,2024,12,December,26,Thursday,10,0,25000.0,Sangat Rendah,1
3948,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 10:10:00,5,125000,2024,12,December,26,Thursday,10,0,25000.0,Rendah,1
3949,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 10:06:00,10,200000,2024,12,December,26,Thursday,10,0,20000.0,Sedang,1
3950,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 10:02:00,4,100000,2024,12,December,26,Thursday,10,0,25000.0,Rendah,1
3951,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 10:02:00,1,30000,2024,12,December,26,Thursday,10,0,30000.0,Sangat Rendah,1
3952,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 09:51:00,5,125000,2024,12,December,26,Thursday,9,0,25000.0,Rendah,1
3953,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 09:49:00,1,10000,2024,12,December,26,Thursday,9,0,10000.0,Sangat Rendah,1
3954,TIKET WISATAWAN UMUM,Umum,2024-12-26 09:49:00,2,30000,2024,12,December,26,Thursday,9,0,15000.0,Sangat Rendah,1
3955,TIKET WISATAWAN UMUM,Umum,2024-12-26 09:39:00,2,30000,2024,12,December,26,Thursday,9,0,15000.0,Sangat Rendah,1
3956,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 09:39:00,2,20000,2024,12,December,26,Thursday,9,0,10000.0,Sangat Rendah,1
3957,TIKET WISATAWAN UMUM,Umum,2024-12-26 09:33:00,4,60000,2024,12,December,26,Thursday,9,0,15000.0,Rendah,1
3958,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 09:32:00,4,120000,2024,12,December,26,Thursday,9,0,30000.0,Rendah,1
3959,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 09:26:00,2,50000,2024,12,December,26,Thursday,9,0,25000.0,Sangat Rendah,1
3960,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 09:10:00,1,30000,2024,12,December,26,Thursday,9,0,30000.0,Sangat Rendah,1
3961,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 09:06:00,4,100000,2024,12,December,26,Thursday,9,0,25000.0,Rendah,1
3962,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 09:03:00,1,30000,2024,12,December,26,Thursday,9,0,30000.0,Sangat Rendah,1
3963,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 09:01:00,2,60000,2024,12,December,26,Thursday,9,0,30000.0,Sangat Rendah,1
3964,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 08:53:00,2,40000,2024,12,December,26,Thursday,8,0,20000.0,Sangat Rendah,1
3965,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 08:48:00,5,100000,2024,12,December,26,Thursday,8,0,20000.0,Rendah,1
3966,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 08:08:00,2,20000,2024,12,December,26,Thursday,8,0,10000.0,Sangat Rendah,1
3967,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-26 08:44:00,4,100000,2024,12,December,26,Thursday,8,0,25000.0,Rendah,1
3968,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-26 08:42:00,5,50000,2024,12,December,26,Thursday,8,0,10000.0,Rendah,1
3969,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-26 08:42:00,5,50000,2024,12,December,26,Thursday,8,0,10000.0,Rendah,1
3970,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 08:42:00,2,40000,2024,12,December,26,Thursday,8,0,20000.0,Sangat Rendah,1
3971,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 08:41:00,4,80000,2024,12,December,26,Thursday,8,0,20000.0,Rendah,1
3972,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 08:34:00,3,90000,2024,12,December,26,Thursday,8,0,30000.0,Rendah,1
3973,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 08:29:00,2,60000,2024,12,December,26,Thursday,8,0,30000.0,Sangat Rendah,1
3974,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 08:28:00,2,60000,2024,12,December,26,Thursday,8,0,30000.0,Sangat Rendah,1
3975,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-26 08:14:00,5,100000,2024,12,December,26,Thursday,8,0,20000.0,Rendah,1
3976,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-26 08:13:00,4,120000,2024,12,December,26,Thursday,8,0,30000.0,Rendah,1
3977,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-26 08:12:00,4,100000,2024,12,December,26,Thursday,8,0,25000.0,Rendah,1
3978,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 16:34:00,5,125000,2024,12,December,25,Wednesday,16,0,25000.0,Rendah,1
3979,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 16:23:00,3,90000,2024,12,December,25,Wednesday,16,0,30000.0,Rendah,1
3980,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 16:06:00,4,100000,2024,12,December,25,Wednesday,16,0,25000.0,Rendah,1
3981,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 16:05:00,4,100000,2024,12,December,25,Wednesday,16,0,25000.0,Rendah,1
3982,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 16:00:00,4,100000,2024,12,December,25,Wednesday,16,0,25000.0,Rendah,1
3983,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 16:00:00,2,60000,2024,12,December,25,Wednesday,16,0,30000.0,Sangat Rendah,1
3984,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 16:59:00,3,60000,2024,12,December,25,Wednesday,16,0,20000.0,Rendah,1
3985,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:52:00,6,120000,2024,12,December,25,Wednesday,15,0,20000.0,Sedang,1
3986,TIKET WISATAWAN UMUM,Umum,2024-12-25 16:47:00,5,75000,2024,12,December,25,Wednesday,16,0,15000.0,Rendah,1
3987,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:45:00,4,80000,2024,12,December,25,Wednesday,15,0,20000.0,Rendah,1
3988,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 15:44:00,3,90000,2024,12,December,25,Wednesday,15,0,30000.0,Rendah,1
3989,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:43:00,4,80000,2024,12,December,25,Wednesday,15,0,20000.0,Rendah,1
3990,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:38:00,5,100000,2024,12,December,25,Wednesday,15,0,20000.0,Rendah,1
3991,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:19:00,84,1680000,2024,12,December,25,Wednesday,15,0,20000.0,Sangat Tinggi,2
3992,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:19:00,60,1200000,2024,12,December,25,Wednesday,15,0,20000.0,Sangat Tinggi,1
3993,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:18:00,37,740000,2024,12,December,25,Wednesday,15,0,20000.0,Tinggi,1
3994,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 15:18:00,50,1000000,2024,12,December,25,Wednesday,15,0,20000.0,Tinggi,1
3995,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 15:15:00,1,10000,2024,12,December,25,Wednesday,15,0,10000.0,Sangat Rendah,1
3996,TIKET WISATAWAN UMUM,Umum,2024-12-25 15:15:00,4,60000,2024,12,December,25,Wednesday,15,0,15000.0,Rendah,1
3997,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 15:12:00,5,150000,2024,12,December,25,Wednesday,15,0,30000.0,Rendah,1
3998,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 15:11:00,2,60000,2024,12,December,25,Wednesday,15,0,30000.0,Sangat Rendah,1
3999,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 15:05:00,5,125000,2024,12,December,25,Wednesday,15,0,25000.0,Rendah,1
4000,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:44:00,2,50000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4001,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 14:33:00,4,100000,2024,12,December,25,Wednesday,14,0,25000.0,Rendah,1
4002,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:28:00,2,50000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4003,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 14:28:00,5,100000,2024,12,December,25,Wednesday,14,0,20000.0,Rendah,1
4004,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 14:27:00,3,60000,2024,12,December,25,Wednesday,14,0,20000.0,Rendah,1
4005,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 14:23:00,2,50000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4006,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 14:22:00,2,50000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4007,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:18:00,6,150000,2024,12,December,25,Wednesday,14,0,25000.0,Sedang,1
